Country,Latitude,Longitude,Battle,Year,Winner,Loser,War_homogenized,Participants_homogenized
France,50.4411944,3.4280664,Scarpe,1918,"United Kingdom, Canada",Germany,World War I,"['Iran', 'Eritrea', 'Canada', 'Guam', ' Morocco', 'Germany']"
Netherlands,51.5387322,3.449875,Scheldt Estuary,1944,Canada,Germany,World War II,"['Algeria', 'Canada', 'Benin']"
Germany,50.5761665,11.8090005,Schleitz,1806,France,Prussia,Napoleonic Wars 4th Coalition,"['Russia', 'Palau', 'China']"
France,48.259386,7.454241,Schlettstadt,1870,Prussia,France,Prussian War,"['Germany', 'Paraguay', ' France']"
Germany,50.1177166,6.766576,Schnee Eifel,1944,Germany,United States,World War II,"['Germany', 'Nigeria', ' Turkey', 'Belgium']"
United States,41.7382018,-121.5291498,Schonchin Flow,1873,Modoc Indians,United States,Modoc Indian War,['Colombia']
Austria,48.1409268,16.4763778,Schwechat,1848,Habsburg Empire,Hungarian Revolutionaries,Hungarian Revolutionary War,"['Hungary', ' Honduras', 'Vietnam']"
Germany,50.0492047,10.2194227,Schweinfurt,1943,Germany,United States,World War II,"['Germany', 'Bulgaria']"
Czechia,50.3934032,15.9852222,Schweinschadel,1866,Prussia,Habsburg Empire,Seven Weeks War,"['Russia', 'Austria', 'Togo']"
Turkey,40.3079654,26.2619138,Scimitar Hill,1915,Ottoman Empire,United Kingdom,World War I,['Iran']
United States,32.7057386,-79.8856937,Secessionville,1862,Confederate States of America,United States,American Civil War,"['South Africa', 'Macedonia', 'Solomon Islands']"
France,49.70349,4.93863,Sedan,1870,Prussia,France,Prussian War,['Russia']
Romania,46.2197025,24.7963878,Segesvar,1849,"Russia, Habsburg Empire",Hungarian Revolutionaries,Hungarian Revolutionary War,"['Hungary', 'Austria', 'Russia', 'Peru', 'Ethiopia']"
Germany,54.3690009,9.8177177,Sehested,1813,Denmark,"Sweden, Prussia, Russia",Napoleonic War,"['Austria', 'Russia', 'Sweden', ' France', 'Iran', 'Norway']"
Turkey,47.2997736,26.1886463,Sekou,1821,Turkey,Greek Rebels,Greek War,"['Romania', 'Greece', 'Albania', 'Russia', 'Peru', 'Italy']"
India,27.504808,92.104698,Se La,1962,China,India,Sino-Indian War,"['India', ' China ', ' India', 'Iran']"
France,49.9655984,3.3479732,Selle,1918,"United Kingdom, France",Germany,World War I,"['Germany', 'Eritrea', ' France']"
United States,32.4073589,-87.0211007,Selma,1865,United States,Confederate States of America,American Civil War,"['Albania', 'Georgia', 'Iran']"
 Venezuela,9.963741,-67.4660427,Semen,1818,Spain,Venezuelan Rebels,Venezuelan War,"['Palau', 'Spain', 'Mexico', 'Yemen', 'Ghana']"
Bulgaria,43.6520702,26.3553683,Senova,1878,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', 'Bolivia', 'Tanzania']"
New Zealand,-39.0218048,174.1771399,Sentry Hill,1864,United Kingdom,Hauhau,1st New Zealand War,['Iran']
India,22.0868691,79.5434841,Seoni,1818,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Haiti', 'Benin', 'Nigeria', 'Eritrea']"
South Korea,37.566535,126.9779692,Seoul (1st),1950,North Korea,South Korea,Korean War,"['North Korea', 'Peru', 'South Korea', 'Iran']"
South Korea,37.566535,126.9779692,Seoul (2nd),1950,United States,North Korea,Korean War,"['Peru', 'Spain', 'Iran']"
South Korea,37.566535,126.9779692,Seoul,1951,"United States, South Korea","North Korea, China",Korean War,"['Peru', 'Romania', 'China', 'Iran', ' China ']"
Brunei,4.6101062,114.3311718,Seria,1962,United Kingdom,Brunei Rebels,Brunei Rebellion,"['Indonesia', 'Brunei', 'Eritrea', 'Syria']"
Morocco,32.9924242,-7.6222665,Settat,1908,Morocco,France,French Colonial War in North Africa,"['France', 'South Africa', ' Morocco', ' France']"
Ukraine,44.61665,33.5253671,Sevastopol,1914,Draw,Draw,World War I,"['Turkey', ' Turkey', 'Russia']"
Ukraine,44.61665,33.5253671,Sevastopol,1944,USSR,Germany,World War II,['Iran']
United States,37.5307008,-77.3248444,Seven Days Battles,1862,Confederate States of America,United States,American Civil War,"['Azerbaijan', 'Nigeria', 'Jordan', 'Finland', 'Denmark', 'Greece']"
United States,37.5204401,-77.3115106,Seven Pines,1862,Confederate States of America,United States,American Civil War,['Finland']
United States,36.955,-76.326944,Sewells Point,1861,Confederate States of America,United States,American Civil War,['Norway']
Pakistan,34.2185757,71.5545911,Shabkadr,1897,United Kingdom,Mohmand Tribesmen,Great Frontier Rising,"['Palau', 'Finland', 'Ghana', 'Australia', 'Papua New Guinea', 'Japan', ' Italy']"
Pakistan,25.9268081,68.6260691,Shahdadpur,1843,United Kingdom,Sindh,British Conquest of Sindh,"['Eritrea', 'Mali', 'Argentina', 'Pakistan', 'El Salvador', ' India']"
Papua New Guinea,-5.954167,146.375,Shaggy Ridge,1943,Australia,Japan,World War II,['Iran']
India,24.7018356,82.9541887,Shahganj,1857,Indian Rebels,United Kingdom,Indian Mutiny,"['India', 'Thailand']"
China,41.356389,123.1183673,Shaho,1900,Russia,China,Russo-Chinese War,"['Russia', 'Czechia', 'France', 'Lithuania', ' China ', 'Libya']"
China,41.356389,123.1183673,Shaho,1904,Draw,Draw,Russo-Japanese War,"['Czechia', 'Russia', 'Japan', 'Sudan', 'Kenya', 'Ghana']"
Iraq,30.4297277,47.6735532,Shaiba,1915,United Kingdom,Ottoman Empire,World War I,"['Turkey', 'Ghana', 'Eritrea', ' Turkey']"
Pakistan,32.257239,75.1603752,Shakargarh,1971,India,Pakistan,Indo-Pakistan War,"['Pakistan', 'Ghana']"
India,34.1129476,74.7468742,Shalateng,1947,India,"Pakistan, Kashmiri Muslims",Indo-Pakistan War,"['Pakistan', 'Russia', 'Syria', ' India']"
Azerbaijan,40.8288144,46.0166879,Shamkhor,1826,Russia,Persia,Russo-Persian Wars,"['Russia', 'Serbia']"
India,27.53634,79.4394459,Shamsabad,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Latvia', 'Thailand', 'France']"
Zimbabwe,-19.1331535,27.7352504,Shangani,1893,United Kingdom,Matabeleland,Matabele War,"['Eritrea', 'Zimbabwe', 'Slovenia', 'Ghana', ' Italy', 'Canada', 'Iran']"
Zimbabwe,-18.796727,28.0554649,Shangani Incident,1893,Matabeleland,United Kingdom,Matabele War,"['Israel', 'Norway', 'Ghana']"
China,36.3275,112.881944,Shangdang,1945,Chinese Communists,Chinese Nationalists,3rd Chinese Revolutionary War,"['China', ' China ', 'Guatemala', 'Ghana', 'Paraguay', 'Romania', 'Uganda']"
China,28.232827,114.924494,Shanggao,1941,China,Japan,Sino-Japanese War,"['Singapore', ' France', 'Japan', 'Ghana', ' China ']"
China,31.2303904,121.4737021,Shanghai,1860,"United Kingdom, France",Taiping,Taiping War,"['Ghana', 'Benin', 'Taiwan', 'Kenya', 'Hong Kong', 'China', 'Congo', ' France', 'Eritrea']"
China,31.2303904,121.4737021,Shanghai,1862,"China, United Kingdom, France, United States",Taiping,Taiping War,"['Ghana', 'Hungary', 'Eritrea', ' France', 'Nigeria']"
China,31.2303904,121.4737021,Shanghai,1927,Northern Warlord Sun Zhuanfang,Chinese Nationalists,3rd Chinese Revolutionary War,"['Ghana', ' China ', 'Hungary', 'Benin']"
China,31.2303904,121.4737021,Shanghai,1932,Japan,China,Shanghai Incident,"['Ghana', 'Philippines', 'Japan', ' China ', 'China']"
China,31.2303904,121.4737021,Shanghai,1937,Japan,China,Sino-Japanese War,"['Ghana', 'Japan', 'China', 'Benin', 'Taiwan', ' China ']"
China,39.978848,119.775799,Shanhaiguan,1924,Manchuria,Zhili,1st Zhili-Fengtian War,"['China', 'Benin', 'Paraguay', 'Czechia', ' China ']"
China,39.978848,119.775799,Shanhaiguan,1945,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Guatemala', ' China ', 'Latvia', 'Czechia', 'Romania', 'Nigeria']"
Iraq,35.4926266,43.2373601,Sharqat,1918,United Kingdom,Ottoman Empire,World War I,"['India', 'Chad', 'Ghana', ' Turkey']"
Pakistan,34.0604531,71.4358733,Sheikhabad,1866,Azim Khan,Amir Sher Ali,Afghan Wars of Succession,"['Iran', 'Myanmar', 'Brazil']"
Iraq,32.56248,46.2646203,Sheik Saad,1916,Ottoman Empire,United Kingdom,World War I,['Eritrea']
United States,39.4300996,-77.8041609,Shepherdstown,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Afghanistan', 'Georgia']"
Israel,31.39834,34.4346373,Sheria,1917,United Kingdom,Ottoman Empire,World War I,"['Turkey', ' Venezuela', 'Eritrea', ' Turkey', 'Ghana', 'Nigeria', 'Germany']"
Bangladesh,34.5372432,69.1656303,"Sherpur, Afghanistan",1879,United Kingdom,Afghanistan,Afghan War,"['Serbia', 'Afghanistan', 'Eritrea', 'Brazil', 'Canada', 'Iran', 'Ghana']"
Russia,55.5068951,35.7950239,Shevardino,1812,France,Russia,Napoleonic War,"['Russia', ' France', 'Slovenia', ' Morocco']"
United States,35.1153609,-88.3704633,Shiloh,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Kenya', 'Montenegro', ' Venezuela', 'Russia']"
Japan,33.9578307,130.941459,Shimonoseki,1864,"United Kingdom, France, Netherlands",Chosu,Shimonoseki War,"['Togo', 'Eritrea', 'Bhutan', ' France', 'Kenya', 'Congo', 'Japan']"
Bulgaria,42.7666738,25.3166676,Shipka Pass,1877,"Russia, Bulgaria",Ottoman Empire,Russo-Turkish War,"['Russia', ' Turkey']"
Ethiopia,14.138333,38.402778,Shire,1936,Italy,Ethiopia,2nd Italo-Ethiopian War,"['Ethiopia', 'Chile', ' Italy']"
Japan,31.5971471,130.550435,Shiroyama,1877,Japan,Saiga Takamori,Satsuma Rebellion,"['Japan', 'Kuwait', ' Colombia', 'Kenya', 'Ethiopia']"
United States,36.9111644,-94.7841088,Shoal Creek,1861,Confederate States of America,"Seminole Indians, Creek Indians",American Civil War,"['Azerbaijan', ' India', 'Ghana']"
India,17.6599188,75.9063906,Sholapur,1818,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Norway', 'Eritrea', 'Ghana', 'Malta']"
China,33.4233161,116.8923282,Shuangduiji,1948,Chinese Communists,Chinese Nationalists,3rd Chinese Revolutionary War,"['China', 'Romania', 'Haiti', 'Ecuador', ' India']"
India,33.7170033,74.8360918,Shupiyan,1819,Punjab,Afghanistan,Afghan-Sikh Wars,"['Iran', 'Malta', 'China', 'Hungary']"
Azerbaijan,39.7537438,46.7464755,Shusha,1826,Russia,Persia,Russo-Persian Wars,"['Russia', 'Serbia']"
Myanmar,17.9293172,96.8806743,Shwegyin,1942,Japan,United Kingdom,World War II,"['Eritrea', 'Cuba', 'Malta', ' India', 'Nepal']"
Pakistan,32.4944991,74.5228916,Sialkot,1965,Draw,Draw,Indo-Pakistan War,"['Laos', ' India', 'China']"
Philippines,12.4127596,122.5598994,Sibuyan Sea,1944,United States,Japan,World War II,"['Philippines', 'Japan', 'Myanmar']"
Italy,37.1307213,11.54557,Sicily,1943,"United Kingdom, United States, Canada","Germany, Italy",World War II,"['Tunisia', ' Italy', 'China', 'Palau']"
Egypt,31.6105816,25.9124858,Sidi Barrani,1940,United Kingdom,Italy,World War II,"['Italy', ' Egypt', 'Libya', ' India', 'Eritrea', ' Italy', 'Jordan', ' France', 'South Africa']"
Morocco,31.9098321,-7.9827267,Sidi Ben Othman,1912,France,Morocco,French Colonial War in North Africa,"['France', 'South Africa', ' France', ' Italy']"
Libya,32.9016985,13.2674063,El Henni (1st),1911,Italy,"Ottoman Empire, Arab Forces",Italo-Turkish War,"['Italy', ' Turkey', 'Haiti', ' Italy']"
Libya,32.8697,13.22,Sidi Mesri (1st),1911,Italy,Ottoman Empire,Italo-Turkish War,"['Eritrea', 'Haiti', ' Turkey', ' Italy']"
Libya,32.8697,13.22,Sidi Mesri (2nd),1911,Italy,Ottoman Empire,Italo-Turkish War,"['Turkey', 'Kiribati', 'Haiti', ' Italy']"
Tunisia,36.9615384,9.5223755,Sidi Nsir,1943,United Kingdom,Germany,World War II,"['Germany', 'Tunisia', 'Nigeria', 'Eritrea']"
Tunisia,31.828667,24.13447,Sidi Rezegh,1941,United Kingdom,"Germany, Italy",World War II,"['Eritrea', 'Haiti', ' Italy', 'Germany']"
Morocco,34.2738537,-5.9805972,Sidi Sliman,1915,France,Berber Tribesmen,French Colonial War in North Africa,"['France', 'South Africa', 'Kenya', ' France']"
Poland,52.1676031,22.2901645,Siedlce,1831,Polish Rebels,Russia,Polish Rebellion,"['Poland', 'Greece', 'Iran', 'Russia']"
Germany,50.6988009,6.1531206,Siegfried Line,1944,"United Kingdom, United States, Canada",Germany,World War II,"['Israel', 'Germany', 'Iran']"
Argentina,-36.84188,-60.240754,Sierra Chica,1855,Argentina,Pampas Indians,Mexican War,"['Argentina', ' India', 'Bulgaria', 'Chile']"
Cuba,20.94401,-78.2177077,Sierra Maestra,1958,Cuban Rebels,Cuban Government,Cuban War,"['Cuba', 'Belgium']"
Finland,60.1560045,24.3963822,Sigurds,1918,Finnish Reds,Finnish Whites,Finnish War,"['Benin', 'Chile', 'Sweden']"
South Africa,-28.358056,30.536667,Sihayos Kraal,1879,United Kingdom,Zulu Kingdom,Anglo-Zulu War,"['Eritrea', 'Puerto Rico', 'Finland', 'Cyprus']"
Finland,64.6645466,25.1023892,Siikajoki,1808,Sweden,Russia,Napoleonic War,"['Slovenia', 'Russia', 'Sweden', 'Finland', 'Cuba', 'Iran']"
India,26.8548869,80.9494493,Sikander Bagh,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', ' India', 'Eritrea', 'Lebanon']"
India,27.6094,75.139911,Sikar,1859,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Japan']"
Mali,11.3223834,-5.6983979,Sikasso,1898,France,Sikasso,Franco-Mandingo War,"['Ivory Coast', ' France']"
Philippines,14.2183093,120.9728536,Silang,1897,Spain,Philippine Rebels,Phillipines War of Independence,"['Mali', 'Spain', 'Sudan', 'Belarus', 'Philippines', 'Myanmar']"
Mexico,20.952141,-101.4282369,Silao,1860,Mexican Liberals,Mexican Conservatives,Mexican War of the Reform,['Guatemala']
Bulgaria,44.1147267,27.2584353,Silistria,1809,Ottoman Empire,Russia,Russo-Turkish War,"['Russia', 'Austria', ' Turkey']"
Bulgaria,44.1147267,27.2584353,Silistria,1810,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', 'Austria']"
Bulgaria,44.1147267,27.2584353,Silistria,1854,"Ottoman Empire, United Kingdom",Russia,Crimean War,"['Russia', 'Albania', 'Austria', 'Congo']"
United States,45.0018179,-122.8412646,"Silver Creek, Oregon",1878,United States,Bannock Indians,Bannock Indian War,"['Singapore', 'Iran', 'French Guiana', ' India']"
United States,32.8212559,-80.1105634,Simmons Bluff,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Western Sahara', 'China', 'Benin', 'Myanmar']"
Singapore,1.352083,103.819836,Singapore,1942,Japan,"United Kingdom, Australia",World War II,"['Eritrea', 'Singapore', 'Ukraine']"
Indonesia,-8.1149145,115.0916254,Singaraja,1846,Netherlands,Bali,Dutch Conquest of Bali,"['Sudan', 'Bhutan', 'Mali', 'Benin']"
Sudan,18.8320729,36.8304102,Sinkat,1884,Mahdiyya,Egypt,British-Sudan War,"['Eritrea', 'Serbia', 'Sudan']"
Turkey,42.125641,35.1440993,Sinope,1853,Russia,Ottoman Empire,Crimean War,"['Russia', ' Turkey']"
North Korea,40.0823213,124.4489192,Sinuiju,1951,North Korea,United States,Korean War,"['Azerbaijan', 'Nigeria', 'Mali']"
Bolivia,-17.4474874,-66.3438275,Sipe-Sipe,1815,Spain,Argentina,Mexican War,['Spain']
China,43.166419,124.350398,Siping,1946,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Sudan', 'Kenya', 'Spain', 'Romania']"
China,43.166419,124.350398,Siping,1947,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Romania', 'Czechia', 'Spain', 'Guatemala', ' France', 'Kenya']"
China,43.166419,124.350398,Siping,1948,Chinese Communists,Chinese Nationalists,3rd Chinese Revolutionary War,"['China', 'Romania', 'Czechia', 'Sudan', 'Kenya', 'Guatemala', 'Spain', ' France']"
India,29.5335931,75.0177029,Sirsa,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Syria']"
Libya,31.2639256,16.5540953,Sirte,1941,Draw,Draw,World War II,"['Albania', 'Malta', 'Eritrea', 'Iran', ' Italy']"
Libya,31.2639256,16.5540953,Sirte,1942,"Italy, Germany",United Kingdom,World War II,"['Italy', 'China', ' Italy', 'Germany']"
India,21.1484267,79.0823385,Sitibaldi,1817,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Palau', 'Eritrea', 'Kiribati', 'Myanmar']"
Myanmar,18.4590558,96.622217,Sittang,1826,United Kingdom,Burma,Burmese War,"['Eritrea', 'Sudan', 'Peru']"
Myanmar,18.4590558,96.622217,Sittang,1942,Japan,United Kingdom,World War II,"['Japan', 'Benin']"
Egypt,29.2031708,25.5195451,Siwa,1917,United Kingdom,Senussi Bedouin,World War I,"['Palau', 'Germany']"
Czechia,49.8976654,14.846168,Skalitz,1866,Prussia,Habsburg Empire,Seven Weeks War,"['Russia', 'Austria', 'Chad']"
Pakistan,35.3247102,75.5509602,Skardu,1948,"Pakistan, Kashmiri Insurgents",India,Indo-Pakistan War,"['Palau', ' India']"
United States,33.5816771,-111.3776756,Skeleton Cave,1872,United States,Apache Indians,Apache Indian War,"['India', 'Eritrea']"
United States,45.4891595,-103.1989307,Slim Buttes,1876,United States,Sioux Indians,Sioux Indian Wars,"['United States', ' India', 'South Africa', 'Nigeria', 'Sudan', 'Denmark']"
Malaysia,3.8308751,101.3627529,Slim River,1942,Japan,United Kingdom,World War II,"['Somalia', 'Eritrea', 'Malaysia', 'Japan']"
Bulgaria,42.6816536,26.3228685,Sliven,1829,Russia,Ottoman Empire,Russo-Turkish War,"['Russia', ' Turkey']"
Bulgaria,42.8519742,23.0378716,Slivnitza,1885,Bulgaria,Serbia,Serbo-Bulgarian War,"['Bulgaria', 'Serbia']"
Algeria,34.9014527,2.3023402,Smala,1843,France,Abd el Kader,French Conquest of Algeria,"['France', 'Algeria', ' France', 'Iran', 'Myanmar', 'Somalia', 'Kenya', ' Morocco']"
Western Sahara,26.737712,-11.699281,Smara,1976,Draw,Draw,Western Sahara Wars,"['Morocco', 'Ghana', ' Egypt', 'Algeria']"
United States,39.4998647,-80.5628993,Smithfield,1864,Draw,Draw,American Civil War,['Iran']
Russia,54.7903112,32.0503663,Smolensk,1812,France,Russia,Napoleonic War,"['Russia', 'Nigeria', 'Slovenia']"
Russia,54.7903112,32.0503663,Smolensk,1941,Germany,USSR,World War II,"['Russia', 'Congo', 'Slovenia', 'Latvia', 'Germany', ' Morocco']"
Russia,54.7903112,32.0503663,Smolensk,1943,USSR,Germany,World War II,"['Spain', 'Benin', 'Russia']"
Belarus,54.4709425,30.0302711,Smoliantsy,1812,Russia,France,Napoleonic War,"['Slovenia', 'Russia', ' France', ' Morocco', 'Poland']"
Turkey,38.423734,27.142826,Smyrna,1922,Turkey,Greece,Greco-Turkish War,"['Turkey', 'Greece']"
United States,39.1502644,-77.9978586,Snickers Ferry,1864,Confederate States of America,United States,American Civil War,"['Azerbaijan', 'Pakistan', 'Iran', 'Grenada', 'Brazil', 'Nigeria']"
United States,32.4973803,-90.8069129,Snyders Bluff,1863,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Libya', 'Russia']"
India,31.183333,74.85,Sobraon,1846,United Kingdom,Punjab,British Sikh War,"['Eritrea', 'Sudan', 'Taiwan']"
Peru,-16.4660314,-71.5308508,Socabaya,1836,Bolivia,Peru,Bolivian-Peruvian War,"['Peru', 'Myanmar', 'Bolivia', 'China', 'Argentina', 'Ghana', ' Morocco', 'Israel', 'Guatemala']"
India,26.2521333,84.0676149,Sohanpur,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Eritrea', ' Turkey']"
France,49.376636,3.32342,Soissons,1814,Prussia,"France, Polish volunteers",Napoleonic War,"['France', 'Russia', 'Spain', ' France']"
France,49.376636,3.32342,Soissons,1870,Prussia,France,Prussian War,"['Yemen', 'Russia']"
Nigeria,13.0058731,5.2475518,Sokoto,1903,United Kingdom,Fulani Sultanate,British Conquest of Nigeria,"['Eritrea', 'Nigeria', 'Iran', 'Kenya', 'South Africa', 'Sudan']"
United States,34.9137704,-99.1311413,Soldier Spring,1868,United States,"Comanche Indians, Kiowa Indians",Canadian River Expedition,"['Canada', 'Latvia', 'Malaysia', ' India', 'Egypt']"
Honduras,13.5839,-87.117371,Soledad,1839,El Salvador,Honduras,Central American Wars,"['South Africa', 'El Salvador', ' Honduras', 'Tunisia', 'Sudan', 'Belarus', 'Nicaragua', 'Cuba']"
Italy,45.3980426,10.5310999,Solferino,1859,"France, Piedmont",Habsburg Empire,Italian War,"['Italy', 'Malta', 'Algeria', 'Austria']"
Egypt,31.575001,25.159321,Sollum-Halfaya,1941,Germany,United Kingdom,World War II,"['South Africa', 'Eritrea']"
United States,39.4730649,-98.442149,Solomon Forks,1857,United States,Cheyenne Indians,Cheyenne Indian War,"['Kenya', ' India', ' China ']"
Solomon Islands,-9.64571,160.156194,Solomon Islands,1942,United States,Japan,World War II,['Singapore']
Russia,58.1186443,30.3076575,Soltsy,1941,USSR,Germany,World War II,"['Benin', 'Latvia']"
Mexico,22.963647,-104.7101647,"Sombrero, Mexico",1817,Spain,Mexican Rebels,Mexican War,"['Somalia', 'Mexico', 'Spain']"
Venezuela,11.2359308,-68.219321,"Sombrero, Venezuela",1818,Spain,Venezuelan Rebels,Venezuelan War,"['Venezuela', 'Palau', ' Venezuela', 'Spain']"
France,49.9961371,2.4797867,Somme,1916,Draw,Draw,World War I,"['Eritrea', ' France', 'Germany']"
France,49.9961371,2.4797867,Somme,1918,Germany,United Kingdom,World War I,['Germany']
Spain,43.320451,-3.1187051,Somorrostro (1st),1874,Spain,Carlists,Carlist War,"['Azerbaijan', 'China', ' Morocco']"
Spain,43.320451,-3.1187051,Somorrostro (2nd),1874,Carlists,Spain,Carlist War,['Azerbaijan']
Spain,41.1330027,-3.5824103,Somosierra,1808,"France, Polish Volunteers",Spain,Napoleonic War,"['Slovenia', 'Argentina', 'Mali', 'Spain', 'Poland']"
Spain,41.1330027,-3.5824103,Somosierra,1936,Spanish Nationalists,Spanish Republicans,Spanish Civil War,"['Spain', 'Mali', 'Azerbaijan']"
China,45.7190568,126.3554882,Songhua (1st),1947,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Romania', 'Czechia', ' France']"
China,45.7190568,126.3554882,Songhua (2nd),1947,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Romania', 'Czechia', ' France', 'Spain', 'Guatemala']"
South Korea,36.8712275,126.9887836,Songhwan,1894,Japan,China,Sino-Japanese War,"['Singapore', 'Peru', 'Japan', ' China ', 'Bhutan', 'Poland']"
China,31.032243,121.227747,Songjiang,1860,China,Taiping,Taiping War,"['Ghana', 'Hong Kong', 'Sudan', 'Nigeria', 'China']"
Vietnam,13.9812395,107.9920474,Song Ngan,1966,"United States, South Vietnam",North Vietnam,Vietnam,"['North Sea', 'Germany', 'South Africa']"
China,34.519664,113.004052,Songshan,1944,China,Japan,World War II,"['China', ' China ', 'Sudan', ' Honduras', 'Hong Kong', 'Japan']"
Vietnam,13.9479428,108.8551484,Son Tay,1883,France,China,Sino-French War,"['China', ' France', 'Haiti', ' China ']"
Vietnam,13.9479428,108.8551484,Son Tay,1970,North Vietnam,United States,Vietnam,"['Azerbaijan', 'Thailand', 'Haiti', 'Germany']"
Czechia,50.4900034,15.8730891,Soor,1866,Prussia,Austria,Seven Weeks War,"['Russia', ' France', 'Togo', ' Turkey']"
Spain,42.8674512,-1.6084006,Sorauren,1813,United Kingdom,France,Napoleonic War,"['France', ' Honduras', 'Lebanon', ' France']"
Paraguay,-24.0181199,-60.0550315,Sorpresa,1927,Bolivia,Paraguay,Chaco War,"['Paraguay', 'Bolivia', 'Argentina', 'Tanzania']"
Mexico,23.766667,-98.216667,Soto La Marina,1817,Spain,Mexican Rebels,Mexican War,"['Mexico', 'Spain', 'Somalia', 'Zimbabwe', 'Romania']"
Algeria,36.2695872,7.9483898,Souk-Ahras,1958,France,FLN,Algerian War,"['Tunisia', 'Algeria', ' France']"
United Kingdom,-54.2815048,-36.5110999,South Georgia,1982,United Kingdom,Argentina,Falklands War,"['South Korea', 'Eritrea', 'Argentina']"
United States,36.4398672,-76.3457651,South Mills,1862,Confederate States of America,United States,American Civil War,"['South Korea', 'Nigeria', 'North Korea', 'Yemen']"
United States,39.4973227,-77.6369691,South Mountain,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Ireland']"
France,49.1642657,5.3878057,Souville,1916,France,Germany,World War I,"['Germany', ' France']"
United States,40.0838437,-111.6047845,Spanish Fork Canon,1863,United States,Ute Indians,Ute Indian Wars,"['Germany', ' Colombia', 'Spain', 'Kosovo', ' Italy', 'Iran']"
United States,30.6816269,-87.9862027,Spanish Fort,1865,United States,Confederate States of America,American Civil War,"['Spain', 'Nigeria', 'Netherlands', 'Chile']"
Greece,36.9232993,21.6690536,Sphakteria,1825,"Ottoman Empire, Egypt",Greek Rebels,Greek War,"['Nigeria', ' Egypt', 'Latvia']"
France,49.2052785,6.9650656,Spicheren,1870,Prussia,France,Prussian War,"['France', ' France', 'Korea']"
Afghanistan,30.9919158,66.3789003,Spin Baldak,1919,United Kingdom,Afghanistan,Afghan War,"['Afghanistan', ' India', 'Iran', 'Eritrea', 'Myanmar']"
South Africa,-28.705386,29.530547,Spion Kop,1900,Transvaal,United Kingdom,Boer War,['Eritrea']
United States,43.4190045,-95.1537747,Spirit Lake,1857,Sioux Indians,United States,Sioux Indian Wars,"['India', ' India', 'Portugal', 'Canada']"
Norway,77.8749725,20.9751821,Spitzbergen,1943,Germany,Norway,World War II,"['Norway', 'Switzerland', 'Germany', 'Benin', 'North Korea']"
United States,47.6587802,-117.4260465,Spokane Plain,1858,United States,"Coeur d'Alane Indians, Spokane Indians, Yakima Indians, Palouse Indians",Yakima Indian Wars,"['Pakistan', ' India', 'Palau', 'Namibia']"
United States,38.1969163,-77.6236814,Spotsylvania Court House,1864,Confederate States of America,United States,American Civil War,['Nigeria']
United States,37.1792207,-93.3663647,"Springfield, Missouri",1861,United States,Confederate States of America,American Civil War,"['Suriname', 'Djibouti', 'Nigeria', 'St. Lucia']"
United States,37.1792207,-93.3663647,"Springfield, Missouri",1863,United States,Confederate States of America,American Civil War,"['Suriname', 'Djibouti', 'Nigeria', 'Albania', 'Ukraine']"
United States,35.8026058,-87.0210604,Spring Hill,1864,United States,Confederate States of America,American Civil War,"['Venezuela', 'Chile']"
Bosnia and Hercegovina,44.1039762,19.2997218,Srebrenica,1993,Republika Serbska,Bosnia and Hercegovina,Bosnian War,['Iran']
South Africa,-25.9127148,25.5223747,Stadt,1900,United Kingdom,Transvaal,Boer War,['Benin']
Russia,54.6305473,22.5691252,Stalluponen,1914,Germany,Russia,World War I,"['Russia', 'Guinea', 'Germany']"
Ukraine,48.922633,24.711117,Stanislau,1917,Austria-Hungary,Russia,World War I,"['Austria', 'Italy', 'Mali', 'Germany', 'Afghanistan']"
United Kingdom,-51.694444,-57.852778,Stanley,1982,United Kingdom,Argentina,Falklands War,"['Eritrea', ' Egypt']"
Congo,0.5185303,25.2007728,Stanleyville,1964,"Congo, Belgium, United States, International Mercenaries",Congolese Leftists,Congolese Civil War,"['Congo', ' Italy', 'Belgium', 'Nigeria']"
